"id";"nama";"id_kota";"created_at";"updated_at"
"815";"BATANG ANAI";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"816";"CANDUNG";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"817";"IX KOTO SEI LASI";"61";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"818";"KOTO VII";"59";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"819";"X KOTO DIATAS";"61";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"820";"BUKIT SUNDI";"61";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"821";"PAGAI SELATAN";"74";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"822";"LUBUAK TAROK";"59";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"823";"BASO";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"824";"BUNGUS TELUK KABUNG";"67";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"825";"LINTAU BUO";"64";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"826";"MANDIANGIN KOTO SELAYAN";"72";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"827";"V KOTO KAMPUNG DALAM";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"828";"SIBERUT TENGAH";"74";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"829";"BANUHAMPU";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"830";"DUO KOTO (II KOTO)";"62";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"831";"AIRPURA";"66";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"832";"KAPUR IX / SEMBILAN";"69";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"833";"PADANG PANJANG TIMUR";"73";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"834";"PULAU PUNJUNG";"57";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"835";"ENAM LINGKUNG";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"836";"TILATANG KAMANG";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"837";"BONJOL";"62";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"838";"KUBUNG";"61";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"839";"BATANG GASAN";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"840";"LUBUK BASUNG";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"841";"SUNGAI LIMAU";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"842";"GUGUAK (GUGU)";"69";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"843";"PANGKALAN KOTO BARU";"69";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"844";"SITIUNG";"57";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"845";"V KOTO TIMUR";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"846";"NANGGALO";"67";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"847";"SUNGAI TARAB";"64";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"848";"PANCUNG SOAL";"66";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"849";"BATANG KAPAS";"66";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"850";"MUNGKA";"69";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"851";"TALAMAU";"60";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"852";"KAMANG MAGEK";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"853";"LENGAYANG";"66";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"854";"DANAU KEMBAR";"61";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"855";"TANJUNG HARAPAN";"61";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"856";"NAN SABARIS";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"857";"LUHAK NAN DUO";"60";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"858";"KINALI";"60";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"859";"SIBERUT BARAT DAYA";"74";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"860";"TIUMANG";"57";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"861";"PAYAKUMBUH";"69";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"862";"IV NAGARI";"59";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"863";"RAO UTARA";"62";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"864";"LAMPOSI TIGO NAGARI";"71";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"865";"IV NAGARI BAYANG UTARA";"66";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"866";"PALUPUH";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"867";"TANJUNG EMAS";"64";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"868";"GUNUANG OMEH (GUNUNG MAS)";"69";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"869";"RANAH PESISIR";"66";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"870";"SUMPUR KUDUS";"59";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"871";"SUNGAI RUMBAI";"57";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"872";"TANJUNG GADANG";"59";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"873";"RAO SELATAN";"62";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"874";"SALIMPAUNG";"64";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"875";"MATUR";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"876";"PANTAI CERMIN";"61";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"877";"SANGIR";"58";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"878";"2 X 11 ENAM LINGKUNG";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"879";"MAPAT TUNGGUL";"62";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"880";"LUNANG";"66";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"881";"SIBERUT SELATAN";"74";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"882";"MALAKAK";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"883";"SIKAKAP";"74";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"884";"SILUNGKANG";"68";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"885";"GUNUNG TULEH";"60";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"886";"JUNJUNG SIRIH";"61";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"887";"MAPAT TUNGGUL SELATAN";"62";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"888";"PADANG GELUGUR";"62";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"889";"RAO";"62";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"890";"KOTO PARIK GADANG DIATEH";"58";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"891";"PANTI";"62";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"892";"TIMPEH";"57";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"893";"KOTO BALINGKA";"60";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"894";"HILIRAN GUMANTI";"61";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"895";"SASAK RANAH PASISIR / PESISIE";"60";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"896";"SIBERUT BARAT";"74";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"897";"SINTUK / SINTUAK TOBOH GADANG";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"898";"SITUJUAH LIMO / LIMA NAGARI";"69";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"899";"SUNGAI AUR";"60";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"900";"PATAMUAN";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"901";"SANGIR BALAI JANGGO";"58";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"902";"ULAKAN TAPAKIH / TAPAKIS";"65";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"903";"TANJUNG MUTIARA";"70";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"904";"LEMBAH MELINTANG";"60";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"905";"KEMUNING";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"906";"KUANTAN MUDIK";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"907";"UKUI";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"908";"PAYUNG SEKAKI";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"909";"PUJUD";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"910";"MANDAU";"80";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"911";"RENGAT BARAT";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"912";"SINGINGI";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"913";"PASIR PENYU";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"914";"PENDALIAN IV KOTO";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"915";"BENGKALIS";"80";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"916";"LUBUK BATU JAYA";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"917";"KATEMAN";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"918";"TAPUNG";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"919";"BANDAR PETALANGAN";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"920";"KAMPAR";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"921";"TEBING TINGGI";"84";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"922";"ROKAN IV KOTO";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"923";"TEBING TINGGI BARAT";"84";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"924";"RUMBIO JAYA";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"925";"KABUN";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"926";"BATANG CENAKU";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"927";"RANGSANG BARAT";"84";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"928";"BUKIT BATU";"80";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"929";"KAMPAR KIRI HULU";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"930";"TAMBANG";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"931";"RAMBAH";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"932";"BAGAN SINEMBAH";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"933";"BANGKO";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"934";"BUKIT KAPUR";"85";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"935";"RANTAU KOPAR";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"936";"ENOK";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"937";"PELANGIRAN";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"938";"DUMAI BARAT";"85";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"939";"BUNUT";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"940";"MERBAU";"84";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"941";"SIMPANG KANAN";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"942";"KUNTO DARUSSALAM";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"943";"MANDAH";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"944";"PINGGIR";"80";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"945";"XIII KOTO KAMPAR";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"946";"KUANTAN TENGAH";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"947";"SIAK KECIL";"80";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"948";"SEBERIDA";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"949";"SABAK AUH";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"950";"TASIK PUTRI PUYU";"84";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"951";"KOTO KAMPAR HULU";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"952";"BANGKINANG";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"953";"BANGKO PUSAKA (PUSAKO)";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"954";"SUNGAI SEMBILAN";"85";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"955";"PULAU BURUNG";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"956";"TAMBUSAI UTARA";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"957";"BANGUN PURBA";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"958";"KAMPAR KIRI HILIR";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"959";"LIRIK";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"960";"BENAI";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"961";"INUMAN";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"962";"KERUMUTAN";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"963";"DAYUN";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"964";"TANAH PUTIH";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"965";"BANTAN";"80";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"966";"BATU HAMPAR";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"967";"KUANTAN HILIR";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"968";"PULAUMERBAU";"84";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"969";"PANGKALAN KURAS";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"970";"TAMBUSAI";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"971";"PELALAWAN";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"972";"TEBING TINGGI TIMUR";"84";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"973";"TANAH PUTIH TANJUNG MELAWAN";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"974";"RUPAT";"80";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"975";"PERANAP";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"976";"RAKIT KULIM";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"977";"KUOK (BANGKINANG BARAT)";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"978";"KEMPAS";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"979";"KANDIS";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"980";"GAUNG";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"981";"BATANG GANSAL";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"982";"PUSAKO";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"983";"SUNGAI MANDAU";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"984";"SUNGAI BATANG";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"985";"MEMPURA";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"986";"SENTAJO RAYA";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"987";"SINGINGI HILIR";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"988";"TAPUNG HILIR";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"989";"TELUK BELENGKONG";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"990";"RANGSANG PESISIR";"84";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"991";"KAMPAR KIRI TENGAH";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"992";"DUMAI KOTA";"85";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"993";"BANGKINANG SEBERANG";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"994";"BONAI DARUSSALAM";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"995";"KELAYANG";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"996";"TANDUN";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"997";"KERINCI KANAN";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"998";"SIAK";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"999";"KOTO GASIB";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1000";"BUNGA RAYA";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1001";"PANGKALAN KERINCI";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1002";"DUMAI TIMUR";"85";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1003";"DUMAI SELATAN";"85";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1004";"TAPUNG HULU";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1005";"SIAK HULU";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1006";"LOGAS TANAH DARAT";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1007";"SUNGAI APIT";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1008";"SAIL";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1009";"RANGSANG";"84";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1010";"CONCONG";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1011";"KUANTAN HILIR SEBERANG";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1012";"SINABOI (SENABOI)";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1013";"KAMPAR TIMUR";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1014";"TAMPAN";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1015";"KAMPAR KIRI";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1016";"PANGKALAN LESUNG";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1017";"LUBUK DALAM";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1018";"TELUK MERANTI";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1019";"SALO";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1020";"BATANG TUAKA";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1021";"MEDANG KAMPAI";"85";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1022";"GUNUNG SAHILAN";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1023";"GUNUNG TOAR";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1024";"PERHENTIAN RAJA";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1025";"RIMBA MELINTANG";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1026";"TEMPULING";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1027";"GAUNG ANAK SERKA";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1028";"SUKAJADI";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1029";"RUPAT UTARA";"80";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1030";"PUCUK RANTAU";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1031";"HULU KUANTAN";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1032";"KUBU BABUSSALAM";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1033";"SENAPELAN";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1034";"CERENTI";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1035";"RENGAT";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1036";"KAMPAR UTARA";"83";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1037";"RAMBAH SAMO";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1038";"PEKAITAN";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1039";"KERITANG";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1040";"SUNGAI LALA";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1041";"PAGARAN TAPAH DARUSSALAM";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1042";"KEPENUHAN HULU";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1043";"KEPENUHAN";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1044";"BANDAR SEI KIJANG";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1045";"PEKANBARU KOTA";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1046";"PANGEAN";"76";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1047";"BATANG PERANAP";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1048";"KUALA CENAKU";"81";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1049";"TANAH MERAH";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1050";"TENAYAN RAYA";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1051";"LANGGAM";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1052";"RUMBAI PESISIR";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1053";"RAMBAH HILIR";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1054";"RETEH";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1055";"MARPOYAN DAMAI";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1056";"MINAS";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1057";"TUALANG";"86";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1058";"RUMBAI";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1059";"UJUNG BATU";"82";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1060";"PASIR LIMAU KAPAS";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1061";"TEMBILAHAN";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1062";"TEMBILAHAN HULU";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1063";"KUALA INDRAGIRI";"75";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1064";"LIMA PULUH";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1065";"KUBU";"79";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1066";"KUALA KAMPAR";"77";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1067";"BUKIT RAYA";"78";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1068";"TEBO TENGAH";"87";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1069";"TEBING TINGGI";"88";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1070";"MERLUNG";"88";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1071";"BAHAR SELATAN";"89";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1072";"DANAU KERINCI";"90";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1073";"RENAH PEMBARAP";"91";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1074";"TABIR ILIR";"91";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1075";"AIR HANGAT BARAT";"90";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1076";"GUNUNG KERINCI";"90";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1077";"BATHIN III";"92";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1078";"AIR HANGAT TIMUR";"90";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1079";"SADU";"93";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1080";"MUARA SIAU";"91";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1081";"TABIR BARAT";"91";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1082";"GUNUNG RAYA";"90";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1083";"KUMUN DEBAI";"94";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1084";"AIR HANGAT";"90";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1085";"SIULAK";"90";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1086";"MUARA SABAK TIMUR";"93";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1087";"SUNGAI PENUH";"94";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1088";"SITINJAU LAUT";"90";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1089";"MUARA TEMBESI";"95";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1090";"PELAYANGAN";"96";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1091";"KUMPEH ULU";"89";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1092";"SINGKUT";"97";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1093";"MUARA BULIAN";"95";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1094";"NALO TANTAN";"91";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1095";"BATHIN III ULU";"92";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1096";"VII KOTO";"87";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1097";"PONDOK TINGGI";"94";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1098";"BATIN XXIV";"95";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1099";"JUJUHAN ILIR";"92";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1100";"SAROLANGUN";"97";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1101";"PEMAYUNG";"95";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1102";"BATHIN II BABEKO";"92";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1103";"TUNGKAL ULU";"88";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1104";"KOTA BARU";"96";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1105";"BAHAR UTARA";"89";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1106";"BAJUBANG";"95";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1107";"SUNGAI BAHAR";"89";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1108";"MARO SEBO";"89";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1109";"PELEPAT";"92";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1110";"VII KOTO ILIR";"87";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1111";"RANTAU RASAU";"93";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1112";"MUARA TABIR";"87";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1113";"PELEPAT ILIR";"92";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
