"id";"nama";"id_kota";"created_at";"updated_at"
"3316";"KARANG REJO";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3317";"NGAJUNG (NGAJUM)";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3318";"NGANCAR";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3319";"NGRAMBE";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3320";"PACE";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3321";"PANGKUR";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3322";"PARON";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3323";"PATIANROWO";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3324";"WLINGI";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3325";"PADANG";"231";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3326";"DUKUN";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3327";"BATUAN";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3328";"PAKAL";"221";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3329";"BABAT";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3330";"DEKET";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3331";"BALONG PANGGANG";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3332";"WIYUNG";"221";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3333";"PUCUK";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3334";"KEBONSARI";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3335";"PONGGOK";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3336";"SUTOJAYAN";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3337";"NGADILUWIH";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3338";"NGORO";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3339";"BADAS";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3340";"SUMOBITO";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3341";"PADEMAWU";"223";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3342";"BANGSALSARI";"222";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3343";"BONDOWOSO";"229";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3344";"KABAT";"226";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3345";"BADEGAN";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3346";"DOLOPO";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3347";"JATIROGO";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3348";"GENENG";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3349";"PASIRIAN";"231";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3350";"PROPPO";"223";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3351";"TURI";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3352";"SRENGAT";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3353";"MADIUN";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3354";"TULUNGAGUNG";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3355";"PUGER";"222";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3356";"BAGOR";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3357";"SUKOMORO";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3358";"GUMUK MAS";"222";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3359";"SRONO";"226";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3360";"TANAH MERAH";"218";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3361";"BALONG";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3362";"MLARAK";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3363";"NGLUYU";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3364";"PAKONG";"223";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3365";"TALUN";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3366";"GONDANG WETAN";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3367";"KEDUNGDUNG";"217";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3368";"LOCERET";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3369";"SARADAN";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3370";"WARU";"223";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3371";"CERMEE";"229";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3372";"SUKUN";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3373";"BALONGBENDO";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3374";"BUGUL KIDUL";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3375";"BULULAWANG";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3376";"GONDANG";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3377";"GROGOL";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3378";"KAPAS";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3379";"PURWOSARI";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3380";"TAMBAKREJO";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3381";"TIKUNG";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3382";"KUDU";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3383";"SUGIO";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3384";"GULUK GULUK";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3385";"TEMAYANG";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3386";"BAKUNG";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3387";"KANOR";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3388";"UDANAWU";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3389";"GLAGAH";"226";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3390";"SAWAHAN";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3391";"SONGGON";"226";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3392";"PANGGUNGREJO";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3393";"PAGELARAN";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3394";"NGARIBOYO";"230";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3395";"TOSARI";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3396";"BALEN";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3397";"KAUMAN";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3398";"KAWEDANAN";"230";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3399";"NGUNUT";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3400";"PRAMBON";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3401";"SANGKAPURA";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3402";"LENGKONG";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3403";"DIWEK";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3404";"KREMBUNG";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3405";"GONDANG";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3406";"NGANJUK";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3407";"TANDES";"221";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3408";"CANDI";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3409";"KEPOH BARU";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3410";"MEGALUH";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3411";"KUNJANG";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3412";"TARIK";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3413";"PUNGGING";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3414";"BENJENG";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3415";"PURI";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3416";"BERBEK";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3417";"GEDEG";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3418";"MAGERSARI";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3419";"JABON";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3420";"TROWULAN";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3421";"KEDIRI KOTA";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3422";"KARANGREJO";"230";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3423";"BALUNG";"222";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3424";"KENDIT";"220";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3425";"SUKODADI";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3426";"WAJAK";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3427";"DRIYOREJO";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3428";"RUBARU";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3429";"GEGER";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3430";"KANDANGAN";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3431";"KERTOSONO";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3432";"MALO";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3433";"PESANTREN";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3434";"PULUNG";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3435";"TUGU";"244";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3436";"LENTENG";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3437";"DUNGKEK";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3438";"SAMBIT";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3439";"BANCAR";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3440";"BUNGKAL";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3441";"BANGKALAN";"218";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3442";"NGRAHO";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3443";"WONOASRI";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3444";"BANDAR KEDUNG MULYO";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3445";"MOJOROTO";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3446";"BANDAR";"236";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3447";"SUKOMORO";"230";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3448";"KEDUNGJAJANG";"231";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3449";"WINONGAN";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3450";"NGORO";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3451";"PRAJEKAN";"229";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3452";"BANDUNG";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3453";"KONANG";"218";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3454";"BANTUR";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3455";"NGASEM";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3456";"PLUMPANG";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3457";"GEDANGAN";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3458";"WONOSARI";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3459";"DAWAR BLANDONG";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3460";"KWADUNGAN";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3461";"KANIGORO";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3462";"SUKORAME";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3463";"BANGILAN";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3464";"PANGGUNGREJO";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3465";"KOTA SUMENEP";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3466";"KADUR";"223";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3467";"LAKAR SANTRI";"221";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3468";"GLAGAH";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3469";"KEDUNGWARU";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3470";"BANGOREJO";"226";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3471";"GALIS";"218";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3472";"SRESEH";"217";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3473";"BANGSAL";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3474";"BATUMARMAR";"223";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3475";"SEPULU";"218";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3476";"KAYEN KIDUL";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3477";"NGLEGOK";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3478";"PLANDAAN";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3479";"MUNJUNGAN";"244";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3480";"BARAT";"230";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3481";"PAKEL";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3482";"KEDUNGGALAR";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3483";"PITU";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3484";"KARANGANYAR";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3485";"SOKO";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3486";"SUKOREJO";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3487";"MEJAYAN";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3488";"PONOROGO";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3489";"TANJUNGANOM";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3490";"TANGGULANGIN";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3491";"TAMBELANGAN";"217";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3492";"JOMBANG";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3493";"KABUH";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3494";"PANDAAN";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3495";"SEDATI";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3496";"NGRONGGOT";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3497";"PATRANG";"222";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3498";"LICIN";"226";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3499";"PANGGUL";"244";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3500";"WIDANG";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3501";"BARENG";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3502";"RENGEL";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3503";"BAURENO";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3504";"PADAS";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3505";"KRAS";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3506";"SIDOARJO";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3507";"BOJONEGORO";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3508";"DAGANGAN";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3509";"KARANGBINANGUN";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3510";"NGANTANG";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3511";"PANEKAN";"230";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3512";"PLEMAHAN";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3513";"REJOSO";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3514";"TAMAN";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3515";"BLULUK";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3516";"LUMBANG";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3517";"DONOMULYO";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3518";"KEBON AGUNG";"236";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3519";"PADANGAN";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3520";"PUDAK";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3521";"SUMBERREJO";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3522";"BUDURAN";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3523";"KARANG GENENG";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3524";"LAMONGAN";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3525";"KEDUNGPRING";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3526";"CERME";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3527";"JETIS";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3528";"MANYAR";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3529";"NGANTRU";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3530";"TRUCUK";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3531";"TEGAL SIWALAN";"225";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3532";"LUMAJANG";"231";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3533";"PACIRAN";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3534";"BANTARAN";"225";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3535";"KLAMPIS";"218";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3536";"WUNGU";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3537";"BATANG BATANG";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3538";"BANYAKAN";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3539";"GEGER";"218";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3540";"WIDODAREN";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3541";"BANYUPUTIH";"220";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3542";"NGAWI";"241";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3543";"SAWAHAN";"221";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3544";"GENDING";"225";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3545";"KALIBARU";"226";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3546";"GRABAGAN";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3547";"SOLOKURO";"235";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3548";"BANYUGLUGUR";"220";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3549";"JATIROTO";"231";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3550";"RANDUAGUNG";"231";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3551";"KETAPANG";"217";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3552";"PANCENG";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3553";"KALIDAWIR";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3554";"KEDAMEAN";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3555";"SENORI";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3556";"UJUNG PANGKAH";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3557";"NGRAYUN";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3558";"ROBATAL";"217";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3559";"BINAKAL";"229";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3560";"KLOJEN";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3561";"SAWAHAN";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3562";"SEKAR";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3563";"KRIAN";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3564";"BARON";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3565";"MAGETAN";"230";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3566";"DURENAN";"244";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3567";"PAMEKASAN";"223";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3568";"SILIRAGUNG";"226";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3569";"GANDING";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3570";"TENGGARANG";"229";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3571";"KWANYAR";"218";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3572";"GADING";"225";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3573";"DASUK";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3574";"GEMARANG";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3575";"KASIMAN";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3576";"RINGINREJO";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3577";"PASEAN";"223";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3578";"KANGAYAN";"219";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3579";"TUBAN";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3580";"BEJI";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3581";"JATIREJO";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3582";"PLOSO";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3583";"KARTOHARJO (KERTOHARJO)";"230";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3584";"KASEMBON";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3585";"TONGAS";"225";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3586";"LABANG";"218";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3587";"TAMAN";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3588";"WONOAYU";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3589";"PAKUSARI";"222";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3590";"TEMBELANG";"224";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3591";"LAWANG";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3592";"GRESIK";"215";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3593";"JIWAN";"239";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3594";"SOOKO";"240";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3595";"GAYAM";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3596";"JATIKALEN";"242";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3597";"SEMANDING";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3598";"BOYOLANGU";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3599";"JENU";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3600";"JUNREJO";"245";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3601";"KEDEWAN";"228";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3602";"DONOROJO";"236";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3603";"TRAWAS";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3604";"TAMBAKBOYO";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3605";"PURWOASRI";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3606";"BENDO";"230";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3607";"GARUM";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3608";"CLURING";"226";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3609";"SUMBERGEMPOL";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3610";"BANGIL";"227";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3611";"GONDANG";"237";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3612";"KEPANJEN KIDUL";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3613";"PAGU";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3614";"PARE";"216";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3615";"KAMPAK";"244";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3616";"WONOSARI";"229";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3617";"SANAN WETAN";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3618";"KENDURUAN";"243";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3619";"POGALAN";"244";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3620";"KADEMANGAN";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3621";"PUJON";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3622";"SANAN KULON";"233";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3623";"PRAMBON";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3624";"WONOCOLO";"221";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3625";"PACET";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3626";"TUMPANG";"232";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3627";"SAMBIKEREP";"221";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3628";"KEMLAGI";"238";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3629";"WARU";"234";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"3630";"KRUCIL";"225";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
